mass_flow_rate,pressure_ratio
16.0000,7.1200
16.1176,7.1741
16.2353,7.2282
16.3529,7.2824
16.4706,7.3365
16.5882,7.3906
16.7059,7.4447
16.8235,7.4988
16.9412,7.5530
17.0588,7.6071
17.1765,7.6612
17.2941,7.7153
17.4118,7.7694
17.5294,7.8235
17.6471,7.8776
17.7647,7.9318
17.8824,7.9859
18.0000,8.0100
