mass_flow_rate,pressure_ratio
5.00000e-01,4.45000e+00
5.05880e-01,4.50410e+00
5.11765e-01,4.55820e+00
5.17645e-01,4.61240e+00
5.23530e-01,4.66650e+00
5.29410e-01,4.72060e+00
5.35295e-01,4.77470e+00
5.41175e-01,4.82880e+00
5.47060e-01,4.88300e+00
5.52940e-01,4.93710e+00
5.58825e-01,4.99120e+00
5.64705e-01,5.04530e+00
5.70590e-01,5.09940e+00
5.76470e-01,5.15350e+00
5.82355e-01,5.20760e+00
5.88235e-01,5.26180e+00
5.94120e-01,5.31590e+00
6.00000e-01,5.34000e+00
