mass_flow_rate,pressure_ratio
5.00000e-01,2.05000e+00
5.05880e-01,2.06060e+00
5.11765e-01,2.07120e+00
5.17645e-01,2.08180e+00
5.23530e-01,2.09240e+00
5.29410e-01,2.10300e+00
5.35295e-01,2.11360e+00
5.41175e-01,2.12420e+00
5.47060e-01,2.13480e+00
5.52940e-01,2.14540e+00
5.58825e-01,2.15600e+00
5.64705e-01,2.16660e+00
5.70590e-01,2.17720e+00
5.76470e-01,2.18780e+00
5.82355e-01,2.19840e+00
5.88235e-01,2.20900e+00
5.94120e-01,2.21960e+00
6.00000e-01,2.46000e+00
