mass_flow_rate,pressure_ratio
7.00000e-01,2.87000e+00
7.05880e-01,2.88180e+00
7.11765e-01,2.89360e+00
7.17645e-01,2.90540e+00
7.23530e-01,2.91720e+00
7.29410e-01,2.92900e+00
7.35295e-01,2.94080e+00
7.41175e-01,2.95260e+00
7.47060e-01,2.96440e+00
7.52940e-01,2.97620e+00
7.58825e-01,2.98800e+00
7.64705e-01,2.99980e+00
7.70590e-01,3.01160e+00
7.76470e-01,3.02340e+00
7.82355e-01,3.03520e+00
7.88235e-01,3.04700e+00
7.94120e-01,3.05880e+00
8.00000e-01,3.28000e+00
