mass_flow_rate,pressure_ratio
14.0000,2.8700
14.1176,2.8818
14.2353,2.8936
14.3529,2.9054
14.4706,2.9172
14.5882,2.9290
14.7059,2.9408
14.8235,2.9526
14.9412,2.9644
15.0588,2.9762
15.1765,2.9880
15.2941,2.9998
15.4118,3.0116
15.5294,3.0234
15.6471,3.0352
15.7647,3.0470
15.8824,3.0588
16.0000,3.2800
