mass_flow_rate,pressure_ratio
8.00000e-01,3.28000e+00
8.05880e-01,3.29120e+00
8.11765e-01,3.30240e+00
8.17645e-01,3.31360e+00
8.23530e-01,3.32480e+00
8.29410e-01,3.33600e+00
8.35295e-01,3.34720e+00
8.41175e-01,3.35840e+00
8.47060e-01,3.36960e+00
8.52940e-01,3.38080e+00
8.58825e-01,3.39200e+00
8.64705e-01,3.40320e+00
8.70590e-01,3.41440e+00
8.76470e-01,3.42560e+00
8.82355e-01,3.43680e+00
8.88235e-01,3.44800e+00
8.94120e-01,3.45920e+00
9.00000e-01,3.69000e+00
