mass_flow_rate,pressure_ratio
8.0000,1.6400
8.1176,1.6506
8.2353,1.6612
8.3529,1.6718
8.4706,1.6824
8.5882,1.6930
8.7059,1.7036
8.8235,1.7142
8.9412,1.7248
9.0588,1.7354
9.1765,1.7460
9.2941,1.7566
9.4118,1.7672
9.5294,1.7778
9.6471,1.7884
9.7647,1.7990
9.8824,1.8096
10.0000,2.0500
