mass_flow_rate,pressure_ratio
8.0000,3.5600
8.1176,3.6141
8.2353,3.6682
8.3529,3.7224
8.4706,3.7765
8.5882,3.8306
8.7059,3.8847
8.8235,3.9388
8.9412,3.9930
9.0588,4.0471
9.1765,4.1012
9.2941,4.1553
9.4118,4.2094
9.5294,4.2635
9.6471,4.3176
9.7647,4.3718
9.8824,4.4259
10.0000,4.4500
