mass_flow_rate,pressure_ratio
12.0000,5.3400
12.1176,5.3941
12.2353,5.4482
12.3529,5.5024
12.4706,5.5565
12.5882,5.6106
12.7059,5.6647
12.8235,5.7188
12.9412,5.7730
13.0588,5.8271
13.1765,5.8812
13.2941,5.9353
13.4118,5.9894
13.5294,6.0435
13.6471,6.0976
13.7647,6.1518
13.8824,6.2059
14.0000,6.2300
