mass_flow_rate,pressure_ratio
6.00000e-01,2.46000e+00
6.05880e-01,2.47120e+00
6.11765e-01,2.48240e+00
6.17645e-01,2.49360e+00
6.23530e-01,2.50480e+00
6.29410e-01,2.51600e+00
6.35295e-01,2.52720e+00
6.41175e-01,2.53840e+00
6.47060e-01,2.54960e+00
6.52940e-01,2.56080e+00
6.58825e-01,2.57200e+00
6.64705e-01,2.58320e+00
6.70590e-01,2.59440e+00
6.76470e-01,2.60560e+00
6.82355e-01,2.61680e+00
6.88235e-01,2.62800e+00
6.94120e-01,2.63920e+00
7.00000e-01,2.87000e+00
