mass_flow_rate,pressure_ratio
7.00000e-01,6.23000e+00
7.05880e-01,6.28410e+00
7.11765e-01,6.33820e+00
7.17645e-01,6.39240e+00
7.23530e-01,6.44650e+00
7.29410e-01,6.50060e+00
7.35295e-01,6.55470e+00
7.41175e-01,6.60880e+00
7.47060e-01,6.66300e+00
7.52940e-01,6.71710e+00
7.58825e-01,6.77120e+00
7.64705e-01,6.82530e+00
7.70590e-01,6.87940e+00
7.76470e-01,6.93350e+00
7.82355e-01,6.98760e+00
7.88235e-01,7.04180e+00
7.94120e-01,7.09590e+00
8.00000e-01,7.12000e+00
