mass_flow_rate,pressure_ratio
8.00000e-01,7.12000e+00
8.05880e-01,7.17410e+00
8.11765e-01,7.22820e+00
8.17645e-01,7.28240e+00
8.23530e-01,7.33650e+00
8.29410e-01,7.39060e+00
8.35295e-01,7.44470e+00
8.41175e-01,7.49880e+00
8.47060e-01,7.55300e+00
8.52940e-01,7.60710e+00
8.58825e-01,7.66120e+00
8.64705e-01,7.71530e+00
8.70590e-01,7.76940e+00
8.76470e-01,7.82350e+00
8.82355e-01,7.87760e+00
8.88235e-01,7.93180e+00
8.94120e-01,7.98590e+00
9.00000e-01,8.01000e+00
