mass_flow_rate,pressure_ratio
6.00000e-01,5.34000e+00
6.05880e-01,5.39410e+00
6.11765e-01,5.44820e+00
6.17645e-01,5.50240e+00
6.23530e-01,5.55650e+00
6.29410e-01,5.61060e+00
6.35295e-01,5.66470e+00
6.41175e-01,5.71880e+00
6.47060e-01,5.77300e+00
6.52940e-01,5.82710e+00
6.58825e-01,5.88120e+00
6.64705e-01,5.93530e+00
6.70590e-01,5.98940e+00
6.76470e-01,6.04350e+00
6.82355e-01,6.09760e+00
6.88235e-01,6.15180e+00
6.94120e-01,6.20590e+00
7.00000e-01,6.23000e+00
