mass_flow_rate,pressure_ratio
12.0000,2.4600
12.1176,2.4712
12.2353,2.4824
12.3529,2.4936
12.4706,2.5048
12.5882,2.5160
12.7059,2.5272
12.8235,2.5384
12.9412,2.5496
13.0588,2.5608
13.1765,2.5720
13.2941,2.5832
13.4118,2.5944
13.5294,2.6056
13.6471,2.6168
13.7647,2.6280
13.8824,2.6392
14.0000,2.8700
