mass_flow_rate,pressure_ratio
14.0000,6.2300
14.1176,6.2841
14.2353,6.3382
14.3529,6.3924
14.4706,6.4465
14.5882,6.5006
14.7059,6.5547
14.8235,6.6088
14.9412,6.6630
15.0588,6.7171
15.1765,6.7712
15.2941,6.8253
15.4118,6.8794
15.5294,6.9335
15.6471,6.9876
15.7647,7.0418
15.8824,7.0959
16.0000,7.1200
