mass_flow_rate,pressure_ratio
10.0000,2.0500
10.1176,2.0606
10.2353,2.0712
10.3529,2.0818
10.4706,2.0924
10.5882,2.1030
10.7059,2.1136
10.8235,2.1242
10.9412,2.1348
11.0588,2.1454
11.1765,2.1560
11.2941,2.1666
11.4118,2.1772
11.5294,2.1878
11.6471,2.1984
11.7647,2.2090
11.8824,2.2196
12.0000,2.4600
